TABLE_CATALOG;TABLE_SCHEMA;TABLE_NAME;COLUMN_NAME;ORDINAL_POSITION;COLUMN_DEFAULT;IS_NULLABLE;DATA_TYPE;CHARACTER_MAXIMUM_LENGTH;CHARACTER_OCTET_LENGTH;NUMERIC_PRECISION;NUMERIC_PRECISION_RADIX;NUMERIC_SCALE;DATETIME_PRECISION;CHARACTER_SET_CATALOG;CHARACTER_SET_SCHEMA;CHARACTER_SET_NAME;COLLATION_CATALOG;COLLATION_SCHEMA;COLLATION_NAME;DOMAIN_CATALOG;DOMAIN_SCHEMA;DOMAIN_NAME
RECREG_PROD;RETFact;vSmallUnitRegistration;Registration_Start_Dim_Date_ID;1;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;Registration_End_Dim_Date_ID;2;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;Dim_Small_Unit_Registration_ID;3;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;Small_Unit_Installer_ID;4;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;Small_Unit_Owner_ID;5;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;SGU_Designer_ID;6;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;SGU_Electrician_ID;7;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;Fuel_Source_ID;8;NA;NO;varchar;255;255;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;Account_ID;9;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;Small_Unit_Assessment_ID;10;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;RECs Eligible Quantity;11;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;RECs Multiplier Used;12;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;SGU Rated Output in kW;13;NA;YES;numeric;NA;NA;10;10;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;SGU Panels Quantity;14;NA;YES;numeric;NA;NA;6;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;Deeming Period in Years;15;NA;YES;numeric;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;SGU Out of Pocket Expense;16;NA;YES;numeric;NA;NA;12;10;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;SGU Out of Pocket Expense per kW;17;NA;YES;numeric;NA;NA;12;10;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;RECs Created without Multiplier Quantity;18;NA;NO;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;RECs Created by Multiplier Quantity;19;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;RECs Created Quantity;20;NA;NO;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;RECs Passed Audit Quantity;21;NA;NO;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;RECs Failed Audit Quantity;22;NA;NO;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;RECs Pending Audit Quantity;23;NA;NO;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;RECs Registered Quantity;24;NA;NO;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;REC Type;25;NA;NO;varchar;10;10;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;REC_Creation_Dim_Date_ID;26;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;First_Validation_Audit_Dim_Date_ID;27;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;First_Validation_Audit_By_User_ID;28;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;First_Passed_Validation_Audit_Dim_Date_ID;29;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;First_Passed_Validation_Audit_By_User_ID;30;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;Registration Start to REC Creation Lag in Days;31;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;REC Creation to First Audit Lag in Days;32;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;REC Creation to First Pass Audit Lag in Days;33;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;Small Unit Installation to REC Creation Lag in Days;34;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;First Pass Audit to Fee Paid Lag in Days;35;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;Registration_Start_to_REC_Creation_Lag_in_Days_Dim_Time_Interval_ID;36;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;REC_Creation_to_First_Audit_Lag_in_Days_Dim_Time_Interval_ID;37;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;REC_Creation_to_First_Pass_Audit_Lag_in_Days_Dim_Time_Interval_ID;38;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;Small_Unit_Installation_to_REC_Creation_Lag_in_Days_Dim_Time_Interval_ID;39;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;First_Pass_Audit_to_Fee_Paid_Lag_in_Days_Dim_Time_Interval_ID;40;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;SWH Panels Quantity;41;NA;YES;numeric;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;Dim_Validation_Audit_Status_ID;42;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;RECs Passed Audit Created without Multiplier Quantity;43;NA;NO;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;RECs Passed Audit Created by Multiplier Quantity;44;NA;YES;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;Application_Dim_Date_ID;45;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitRegistration;Update_Dim_Date_ID;46;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;REGISTRATION_QUESTION;ID;1;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;REGISTRATION_QUESTION;VERSION;2;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;REGISTRATION_QUESTION;POSITION;3;NA;NO;numeric;NA;NA;3;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;REGISTRATION_QUESTION;QUESTION_TEXT;4;NA;NO;varchar;500;500;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;REGISTRATION_QUESTION;ACCOUNT_TYPE;5;NA;NO;varchar;50;50;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;REGISTRATION_QUESTION;ANSWER_TYPE;6;NA;NO;varchar;50;50;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;ADDRESS_BKUP_29Jun2021;ID;1;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;ADDRESS_BKUP_29Jun2021;VERSION;2;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;ADDRESS_BKUP_29Jun2021;PO_BOX_NUMBER;3;NA;YES;varchar;11;11;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;ADDRESS_BKUP_29Jun2021;UNIT_NUMBER;4;NA;YES;varchar;10;10;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;ADDRESS_BKUP_29Jun2021;STREET_NUMBER;5;NA;YES;varchar;15;15;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;ADDRESS_BKUP_29Jun2021;STREET_NAME;6;NA;YES;varchar;45;45;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;ADDRESS_BKUP_29Jun2021;SUBURB;7;NA;NO;varchar;80;80;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;ADDRESS_BKUP_29Jun2021;STATE;8;NA;YES;varchar;3;3;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;ADDRESS_BKUP_29Jun2021;POSTCODE;9;NA;NO;varchar;8;8;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;ADDRESS_BKUP_29Jun2021;SPECIAL_ADDRESS;10;NA;YES;varchar;4000;4000;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;ADDRESS_BKUP_29Jun2021;COUNTRY_CODE;11;NA;NO;varchar;2;2;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;ADDRESS_BKUP_29Jun2021;STREET_TYPE;12;NA;YES;varchar;20;20;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;ADDRESS_BKUP_29Jun2021;UNIT_TYPE;13;NA;YES;varchar;20;20;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;ADDRESS_BKUP_29Jun2021;PO_BOX_TYPE;14;NA;YES;varchar;20;20;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;ADDRESS_BKUP_29Jun2021;SITE_NAME;15;NA;YES;varchar;4000;4000;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;ADDRESS_BKUP_29Jun2021;gnaf;16;NA;YES;varchar;40;40;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;JOB_TRACKER_AUD;ID;1;NA;YES;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;JOB_TRACKER_AUD;REV;2;NA;YES;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;JOB_TRACKER_AUD;REVTYPE;3;NA;YES;numeric;NA;NA;3;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;JOB_TRACKER_AUD;JOB_TYPE;4;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;JOB_TRACKER_AUD;UNIQUE_KEY;5;NA;YES;varchar;255;255;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;JOB_TRACKER_AUD;NUMBER_OF_RETRIES;6;NA;YES;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;JOB_TRACKER_AUD;JOB_STATUS;7;NA;YES;varchar;32;32;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;JOB_TRACKER_AUD;FAILURE_REASON;8;NA;YES;varchar;-1;-1;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;JOB_TRACKER_AUD;AID;9;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Date ID;1;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Date;2;NA;YES;date;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Date AU Format;3;NA;NO;varchar;12;12;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Date Alternate Format1;4;NA;NO;varchar;12;12;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Date Alternate Format2;5;NA;NO;varchar;12;12;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Day of Month;6;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Day of Year;7;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Day of Week;8;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Day Name;9;NA;NO;varchar;12;12;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Day Name Short;10;NA;NO;varchar;12;12;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Week;11;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Week Year;12;NA;NO;varchar;12;12;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Month;13;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Month Name;14;NA;NO;varchar;12;12;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Month Name Short;15;NA;NO;varchar;12;12;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Month of Year;16;NA;NO;varchar;12;12;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Calendar Quarter;17;NA;NO;varchar;12;12;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Calendar Quarter Year;18;NA;NO;varchar;12;12;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Calendar Year;19;NA;NO;varchar;12;12;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Financial Year;20;NA;NO;varchar;12;12;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETDim;vw_Purchase_Order_End_Date;Purchase Order End Financial Quarter;21;NA;NO;varchar;15;15;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;AGENT_RATING;ID;1;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;AGENT_RATING;VERSION;2;NA;YES;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;AGENT_RATING;ACCOUNT_ID;3;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;AGENT_RATING;RATING;4;NA;NO;numeric;NA;NA;5;10;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;AGENT_RATING;TASK_TYPE;5;NA;NO;varchar;30;30;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;AGENT_RATING;AGENT_LOCK;6;NA;NO;numeric;NA;NA;1;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;SGU_ID;1;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;SWH_ID;2;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;REC_Creation_Dim_Date_ID;3;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;Small_Unit_Owner_ID;4;NA;YES;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;Small_Unit_Installer_ID;5;NA;YES;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;SGU_Designer_ID;6;NA;YES;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;SGU_Electrician_ID;7;NA;YES;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;Dim_Small_Unit_Registration_ID;8;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;Fuel_Source_ID;9;NA;YES;varchar;255;255;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;Account_ID;10;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;REC Type ;11;NA;YES;varchar;10;10;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;Small_Unit_Assessment_ID;12;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;REC_Creation_to_First_Audit_Lag_in_Days_Dim_Time_Interval_ID;13;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;REC_Creation_to_First_Pass_Audit_Lag_in_Days_Dim_Time_Interval_ID;14;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;Registration_Start_to_REC_Creation_Lag_in_Days_Dim_Time_Interval_ID;15;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;Small_Unit_Installation_to_REC_Creation_Lag_in_Days_Dim_Time_Interval_ID;16;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;First_Pass_Audit_to_Fee_Paid_Lag_in_Days_Dim_Time_Interval_ID;17;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;First_Validation_Audit_Dim_Date_ID;18;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;First_Validation_Audit_By_User_ID;19;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;First_Passed_Validation_Audit_By_User_ID;20;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;First_Passed_Validation_Audit_Dim_Date_ID;21;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;RECs Eligible Quantity;22;NA;YES;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;RECs Created Quantity;23;NA;YES;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;RECs Created without Multiplier Quantity;24;NA;YES;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;RECs Created by Multiplier Quantity;25;NA;YES;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;RECs Passed Audit Quantity;26;NA;YES;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;RECs Passed Audit Created without Multiplier Quantity;27;NA;YES;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;RECs Passed Audit Created by Multiplier Quantity;28;NA;YES;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;RECs Failed Audit Quantity;29;NA;YES;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;RECs Pending Audit Quantity;30;NA;YES;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;RETFact;vSmallUnitInstallation_Original;RECs Registered Quantity;31;NA;YES;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
